"","Region","Year","Taxon","Depth","Length"
"17995","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,20
"17996","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,19
"17997","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,21
"17998","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,17
"17999","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,22
"18000","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,19
"18001","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,20
"18002","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,20
"18003","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,21
"18004","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",75,17
"18005","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,34
"18006","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,21
"18007","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,22
"18008","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,24
"18009","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,26
"18010","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",75,32
"18011","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",75,38
"18012","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",75,35
"18013","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",75,38
"18014","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",75,41
"18015","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",75,52
"18016","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,53
"18017","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,48
"18018","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,43
"18019","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,25
"18020","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,40
"18021","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",88,46
"18022","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,32
"18023","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,41
"18024","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,38
"18025","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18026","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18027","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,41
"18028","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18029","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18030","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,36
"18031","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18032","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",88,35
"18033","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",88,50
"18034","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",88,53
"18035","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",88,19
"18036","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",88,21
"18037","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",88,20
"18038","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",88,17
"18039","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,25
"18040","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,26
"18041","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18042","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,25
"18043","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,27
"18044","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18045","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,21
"18046","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,26
"18047","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,34
"18048","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,27
"18049","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,29
"18050","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18051","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,25
"18052","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,28
"18053","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18054","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,26
"18055","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18056","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,23
"18057","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,22
"18058","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,23
"18059","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,28
"18060","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,23
"18061","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",88,20
"18062","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,50
"18063","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,34
"18064","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,29
"18065","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,26
"18066","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,24
"18067","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,17
"18068","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,18
"18069","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,30
"18070","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,25
"18071","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,24
"18072","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,18
"18073","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,30
"18074","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,17
"18075","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,30
"18076","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,25
"18077","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,27
"18078","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",146,16
"18079","South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",146,39
"18080","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",146,49
"18081","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",146,34
"18082","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",146,51
"18083","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",146,14
"18084","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",146,15
"18085","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",146,21
"18086","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",146,16
"18087","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",146,14
"18088","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",146,16
"18089","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",146,13
"18090","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",146,23
"18091","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",146,22
"18092","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",146,40
"18093","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",146,41
"18094","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",146,40
"18095","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",146,42
"18096","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,36
"18097","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,36
"18098","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,38
"18099","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,40
"18100","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,33
"18101","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,32
"18102","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,27
"18103","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,32
"18104","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,28
"18105","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,28
"18106","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,27
"18107","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,27
"18108","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,22
"18109","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",146,25
"18110","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,28
"18111","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,26
"18112","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,27
"18113","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,26
"18114","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,26
"18115","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",146,24
"18116","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,18
"18117","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,19
"18118","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",124,39
"18119","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",124,35
"18120","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",124,34
"18121","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",124,34
"18122","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,50
"18123","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,51
"18124","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,52
"18125","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,50
"18126","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,50
"18127","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,53
"18128","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,51
"18129","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,48
"18130","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,50
"18131","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,51
"18132","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,50
"18133","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",124,52
"18134","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,33
"18135","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,31
"18136","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,43
"18137","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,34
"18138","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,31
"18139","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,39
"18140","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,33
"18141","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,26
"18142","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,33
"18143","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,33
"18144","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,32
"18145","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,32
"18146","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,28
"18147","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,32
"18148","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,31
"18149","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,30
"18150","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",124,28
"18151","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,57
"18152","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,34
"18153","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,47
"18154","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,54
"18155","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,32
"18156","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,45
"18157","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,24
"18158","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,37
"18159","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,53
"18160","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,37
"18161","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,45
"18162","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,53
"18163","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,43
"18164","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,38
"18165","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,25
"18166","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,26
"18167","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,24
"18168","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,19
"18169","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,21
"18170","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,17
"18171","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,35
"18172","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,41
"18173","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,36
"18174","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,39
"18175","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,35
"18176","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,43
"18177","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,24
"18178","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,20
"18179","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",124,37
"18180","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,38
"18181","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,40
"18182","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,38
"18183","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,43
"18184","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,36
"18185","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,44
"18186","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,34
"18187","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,42
"18188","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",124,42
"18189","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",124,11
"18190","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",124,18
"18191","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",124,14
"18192","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",124,13
"18193","South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",124,24
"18194","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",124,22
"18195","South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",370,21
"18196","South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",370,37
"18197","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",370,38
"18198","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",370,18
"18199","South Shetland Is.",2003,"PLEURAGRAMMA ANTARCTICUM",370,18
"18200","South Shetland Is.",2003,"TREMATOMUS TOKAREVI",370,14
"18201","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,28
"18202","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,28
"18203","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,32
"18204","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,29
"18205","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,31
"18206","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,34
"18207","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,29
"18208","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,31
"18209","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,28
"18210","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,28
"18211","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,23
"18212","South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",370,23
"18213","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,36
"18214","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,37
"18215","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,38
"18216","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,40
"18217","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,35
"18218","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,41
"18219","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,38
"18220","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,36
"18221","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,36
"18222","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,32
"18223","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",137,31
"18224","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",137,41
"18225","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",137,38
"18226","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",137,25
"18227","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",137,24
"18228","South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",137,22
"18229","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,26
"18230","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18231","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18232","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,25
"18233","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,28
"18234","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18235","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,32
"18236","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,27
"18237","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,32
"18238","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,25
"18239","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,33
"18240","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18241","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18242","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,33
"18243","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18244","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18245","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18246","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,30
"18247","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18248","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,30
"18249","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,37
"18250","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,32
"18251","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,38
"18252","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,28
"18253","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,36
"18254","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18255","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,34
"18256","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,24
"18257","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,28
"18258","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,26
"18259","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18260","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18261","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18262","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,23
"18263","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,22
"18264","South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",137,21
"18265","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,35
"18266","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,51
"18267","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,35
"18268","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,46
"18269","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,35
"18270","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,49
"18271","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,50
"18272","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,50
"18273","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,35
"18274","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,52
"18275","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,35
"18276","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,51
"18277","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,50
"18278","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,49
"18279","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,18
"18280","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,18
"18281","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,51
"18282","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",137,49
"18283","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",137,37
"18284","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",137,36
"18285","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",137,44
"18286","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",137,43
"18287","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",137,39
"18288","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",137,17
"18289","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",137,17
"18290","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",137,16
"18291","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",137,18
"18292","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",137,14
"18293","South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",137,19
"18294","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",137,23
"18295","South Shetland Is.",2003,"TREMATOMUS EULEPIDOTUS",137,15
"18296","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",137,24
"18297","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",137,25
"18298","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",137,26
"18299","South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",137,29
"18300","South Shetland Is.",2003,"TREMATOMUS HANSONI",137,18
"18301","South Shetland Is.",2003,"POGONOPHRYNE SCOTTI",137,23
"18302","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,19
"18303","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,16
"18304","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,18
"18305","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,15
"18306","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,16
"18307","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,16
"18308","South Shetland Is.",2003,"LEPIDONOTOTHEN NUDIFRONS",86,14
"18309","South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",86,27
"18310","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,21
"18311","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,23
"18312","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,23
"18313","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,21
"18314","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,23
"18315","South Shetland Is.",2003,"PARACHAENICHTHYS CHARCOTI",86,35
"18316","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",86,50
"18317","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",86,51
"18318","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",86,34
"18319","South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",86,50
"18320","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,37
"18321","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,45
"18322","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,44
"18323","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,38
"18324","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,38
"18325","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,35
"18326","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,42
"18327","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,32
"18328","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,39
"18329","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,35
"18330","South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",86,39
