"","X","Region","Year","Taxon","Depth","Length"
"15309",15309,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,43
"15310",15310,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,50
"15311",15311,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,48
"15312",15312,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,42
"15313",15313,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,48
"15314",15314,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,61
"15315",15315,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,50
"15316",15316,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,47
"15317",15317,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,41
"15318",15318,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,44
"15319",15319,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,42
"15320",15320,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,42
"15321",15321,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",282,43
"15322",15322,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,39
"15323",15323,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,38
"15324",15324,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,32
"15325",15325,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,38
"15326",15326,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,34
"15327",15327,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,31
"15328",15328,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,30
"15329",15329,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,30
"15330",15330,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",282,38
"15331",15331,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",282,44
"15332",15332,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",282,47
"15333",15333,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",282,24
"15334",15334,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",282,22
"15335",15335,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",282,40
"15336",15336,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",282,40
"15337",15337,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",282,39
"15338",15338,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",282,33
"15339",15339,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,50
"15340",15340,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,51
"15341",15341,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,55
"15342",15342,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,52
"15343",15343,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,55
"15344",15344,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,53
"15345",15345,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",282,54
"15346",15346,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",407,27
"15347",15347,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",407,25
"15348",15348,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",407,26
"15349",15349,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",407,25
"15350",15350,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",407,28
"15351",15351,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",407,36
"15352",15352,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",407,39
"15353",15353,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",407,49
"15354",15354,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",407,42
"15355",15355,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",407,53
"15356",15356,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",407,52
"15357",15357,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",407,52
"15358",15358,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,40
"15359",15359,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,43
"15360",15360,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,39
"15361",15361,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,46
"15362",15362,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,41
"15363",15363,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",407,43
"15364",15364,"South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",407,48
"15365",15365,"South Shetland Is.",2003,"CHAENODRACO WILSONI",407,16
"15366",15366,"South Shetland Is.",2003,"CHIONOBATHYSCUS DEWITTI",407,31
"15367",15367,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,41
"15368",15368,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,42
"15369",15369,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,44
"15370",15370,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,33
"15371",15371,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,37
"15372",15372,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,26
"15373",15373,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,28
"15374",15374,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,32
"15375",15375,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,28
"15376",15376,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",407,25
"15377",15377,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",258,33
"15378",15378,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",258,30
"15379",15379,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",258,28
"15380",15380,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",258,28
"15381",15381,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",258,40
"15382",15382,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",258,27
"15383",15383,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",258,26
"15384",15384,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",258,24
"15385",15385,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",258,24
"15386",15386,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",258,38
"15387",15387,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",258,35
"15388",15388,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",279,50
"15389",15389,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",279,47
"15390",15390,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",279,46
"15391",15391,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",279,38
"15392",15392,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",279,37
"15393",15393,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,43
"15394",15394,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,27
"15395",15395,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,38
"15396",15396,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,40
"15397",15397,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,28
"15398",15398,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,31
"15399",15399,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,31
"15400",15400,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,25
"15401",15401,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",279,17
"15402",15402,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,36
"15403",15403,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,53
"15404",15404,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,52
"15405",15405,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,55
"15406",15406,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,54
"15407",15407,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,52
"15408",15408,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,58
"15409",15409,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",279,53
"15410",15410,"South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",279,44
"15411",15411,"South Shetland Is.",2003,"DISSOSTICHUS MAWSONI",279,50
"15412",15412,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,40
"15413",15413,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,42
"15414",15414,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,44
"15415",15415,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,40
"15416",15416,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,44
"15417",15417,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,43
"15418",15418,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,37
"15419",15419,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,44
"15420",15420,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,41
"15421",15421,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,42
"15422",15422,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,41
"15423",15423,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,41
"15424",15424,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,40
"15425",15425,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,40
"15426",15426,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,37
"15427",15427,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,44
"15428",15428,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,41
"15429",15429,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,42
"15430",15430,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,43
"15431",15431,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,40
"15432",15432,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",279,43
"15433",15433,"South Shetland Is.",2003,"TREMATOMUS HANSONI",279,42
"15434",15434,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,49
"15435",15435,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,42
"15436",15436,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,42
"15437",15437,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,40
"15438",15438,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,41
"15439",15439,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,39
"15440",15440,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,39
"15441",15441,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,45
"15442",15442,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,39
"15443",15443,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,39
"15444",15444,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,41
"15445",15445,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,40
"15446",15446,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",279,40
"15447",15447,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,42
"15448",15448,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,38
"15449",15449,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,40
"15450",15450,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,41
"15451",15451,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,36
"15452",15452,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,48
"15453",15453,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,42
"15454",15454,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,42
"15455",15455,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,44
"15456",15456,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,37
"15457",15457,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,38
"15458",15458,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,48
"15459",15459,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,39
"15460",15460,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,36
"15461",15461,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,36
"15462",15462,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,35
"15463",15463,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,39
"15464",15464,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,37
"15465",15465,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",279,34
"15466",15466,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",334,42
"15467",15467,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",334,51
"15468",15468,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",334,45
"15469",15469,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",334,45
"15470",15470,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",334,46
"15471",15471,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",334,38
"15472",15472,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",334,33
"15473",15473,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",334,40
"15474",15474,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",334,17
"15475",15475,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",334,41
"15476",15476,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",334,40
"15477",15477,"South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",334,42
"15478",15478,"South Shetland Is.",2003,"TREMATOMUS EULEPIDOTUS",334,25
"15479",15479,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,38
"15480",15480,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,30
"15481",15481,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,28
"15482",15482,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,28
"15483",15483,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,34
"15484",15484,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,38
"15485",15485,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",334,32
"15486",15486,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,45
"15487",15487,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,42
"15488",15488,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,35
"15489",15489,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,45
"15490",15490,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,36
"15491",15491,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,37
"15492",15492,"South Shetland Is.",2003,"CHIONODRACO RASTROSPINOSUS",334,38
"15493",15493,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",414,26
"15494",15494,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",414,26
"15495",15495,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",414,32
"15496",15496,"South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",414,19
"15497",15497,"South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",414,19
"15498",15498,"South Shetland Is.",2003,"LEPIDONOTOTHEN LARSENI",414,18
"15499",15499,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,37
"15500",15500,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,29
"15501",15501,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,27
"15502",15502,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,29
"15503",15503,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,36
"15504",15504,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,34
"15505",15505,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,26
"15506",15506,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,28
"15507",15507,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,34
"15508",15508,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,27
"15509",15509,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,35
"15510",15510,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,30
"15511",15511,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,33
"15512",15512,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,34
"15513",15513,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,29
"15514",15514,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,32
"15515",15515,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,40
"15516",15516,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,34
"15517",15517,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,30
"15518",15518,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,29
"15519",15519,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,34
"15520",15520,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,29
"15521",15521,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,41
"15522",15522,"South Shetland Is.",2003,"LEPIDONOTOTHEN SQUAMIFRONS",414,28
"15523",15523,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",414,41
"15524",15524,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",414,41
"15525",15525,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",414,39
"15526",15526,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",414,39
"15527",15527,"South Shetland Is.",2003,"CRYODRACO ANTARCTICUS",414,64
"15528",15528,"South Shetland Is.",2003,"GOBIONOTOTHEN GIBBERIFRONS",414,42
"15529",15529,"South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",156,40
"15530",15530,"South Shetland Is.",2003,"NOTOTHENIA CORIICEPS",156,37
"15531",15531,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",156,45
"15532",15532,"South Shetland Is.",2003,"NOTOTHENIA ROSSII",156,53
"15533",15533,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,58
"15534",15534,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,58
"15535",15535,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,66
"15536",15536,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,49
"15537",15537,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,45
"15538",15538,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,31
"15539",15539,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,29
"15540",15540,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,24
"15541",15541,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,54
"15542",15542,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,46
"15543",15543,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,25
"15544",15544,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,65
"15545",15545,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,50
"15546",15546,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,53
"15547",15547,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,52
"15548",15548,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,51
"15549",15549,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,30
"15550",15550,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,36
"15551",15551,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,23
"15552",15552,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,59
"15553",15553,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,38
"15554",15554,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,39
"15555",15555,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,58
"15556",15556,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,61
"15557",15557,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,24
"15558",15558,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,66
"15559",15559,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,65
"15560",15560,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,49
"15561",15561,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,54
"15562",15562,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,44
"15563",15563,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,24
"15564",15564,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,27
"15565",15565,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,67
"15566",15566,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,60
"15567",15567,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,63
"15568",15568,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,68
"15569",15569,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,64
"15570",15570,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,64
"15571",15571,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,63
"15572",15572,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,62
"15573",15573,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,63
"15574",15574,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,51
"15575",15575,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,50
"15576",15576,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,62
"15577",15577,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,63
"15578",15578,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,53
"15579",15579,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,47
"15580",15580,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,53
"15581",15581,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,55
"15582",15582,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,61
"15583",15583,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,61
"15584",15584,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,65
"15585",15585,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,48
"15586",15586,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,49
"15587",15587,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,44
"15588",15588,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,38
"15589",15589,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,25
"15590",15590,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,64
"15591",15591,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,61
"15592",15592,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,48
"15593",15593,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,66
"15594",15594,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,59
"15595",15595,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,59
"15596",15596,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,38
"15597",15597,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,23
"15598",15598,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,24
"15599",15599,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,26
"15600",15600,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,23
"15601",15601,"South Shetland Is.",2003,"CHAENOCEPHALUS ACERATUS",156,37
"15602",15602,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,46
"15603",15603,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,44
"15604",15604,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,52
"15605",15605,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,49
"15606",15606,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,51
"15607",15607,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,50
"15608",15608,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,53
"15609",15609,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,51
"15610",15610,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,55
"15611",15611,"South Shetland Is.",2003,"PSEUDOCHAENICHTHYS GEORGIANUS",156,48
"15612",15612,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",156,37
"15613",15613,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",156,40
"15614",15614,"South Shetland Is.",2003,"CHAMPSOCEPHALUS GUNNARI",156,43
